id,x,y,z,deadline,sf,gateways,windowlength,slotlength
152,6714,12920,0,21,12,3:1,95,14.9695
153,12830,20941,0,8,12,4:3,95,14.9695
154,15281,1069,0,7,12,2,95,14.9695
155,8279,2958,0,29,12,1,95,14.9695
156,11791,4837,0,40,12,2:1,95,14.9695
157,2945,3534,0,65,12,1,95,14.9695
158,17991,2578,0,37,12,2,95,14.9695
159,553,18409,0,35,12,3,95,14.9695
160,8984,4789,0,16,12,1:2,95,14.9695
161,2297,3318,0,61,12,1,95,14.9695
162,10095,5870,0,78,12,1:2,95,14.9695
163,18818,771,0,47,12,2,95,14.9695
164,7994,3447,0,67,12,1,95,14.9695
165,3074,18694,0,54,12,3,95,14.9695
166,1170,12561,0,60,12,3:1,95,14.9695
167,4028,180,0,40,12,1,95,14.9695
168,2554,18438,0,57,12,3,95,14.9695
169,9207,11420,0,65,12,3:1:4,95,14.9695
170,13015,883,0,81,12,2:1,95,14.9695
171,19855,5310,0,32,12,2,95,14.9695
172,15136,14054,0,5,12,4:2,95,14.9695
173,20065,19803,0,65,12,4,95,14.9695
174,212,16547,0,5,12,3,95,14.9695
175,5638,5664,0,66,12,1,95,14.9695
176,11736,8652,0,49,12,2:1:4,95,14.9695
177,13283,13000,0,21,12,4:2:3,95,14.9695
178,11920,7986,0,14,12,2:1:4,95,14.9695
179,1107,7713,0,73,12,1,95,14.9695
180,17263,19045,0,16,12,4,95,14.9695
181,11308,890,0,61,12,1:2,95,14.9695
182,5572,16786,0,13,12,3,95,14.9695
183,17630,9529,0,88,12,2:4,95,14.9695
184,7342,15530,0,21,12,3:4,95,14.9695
185,9750,4442,0,68,12,1:2,95,14.9695
186,5364,20503,0,95,12,3,95,14.9695
187,8563,18328,0,10,12,3:4,95,14.9695
188,12281,17763,0,60,12,4:3,95,14.9695
189,1180,20681,0,86,12,3,95,14.9695
190,535,5440,0,91,12,1,95,14.9695
191,12113,1019,0,66,12,2:1,95,14.9695
192,1602,6417,0,2,12,1,95,14.9695
193,7358,18932,0,36,12,3:4,95,14.9695
194,15934,4234,0,36,12,2,95,14.9695
195,4500,1146,0,40,12,1,95,14.9695
196,13230,13853,0,32,12,4:3:2,95,14.9695
197,21478,9552,0,3,12,2:4,95,14.9695
198,886,6284,0,19,12,1,95,14.9695
199,846,21561,0,11,12,3,95,14.9695
200,18237,16187,0,71,12,4,95,14.9695
