id,x,y,z,deadline,sf,gateways,windowlength,slotlength,delay
164,7994,3447,0,67,12,1,95,14.9695,460.849
165,3074,18694,0,54,12,3,95,14.9695,20.492
166,1170,12561,0,60,12,3:1,95,14.9695,420.148
167,4028,180,0,40,12,1,95,14.9695,242.764
168,2554,18438,0,57,12,3,95,14.9695,555.010
169,9207,11420,0,65,12,3:1:4,95,14.9695,651.082
170,13015,883,0,81,12,2:1,95,14.9695,977.230
171,19855,5310,0,32,12,2,95,14.9695,73.242
172,15136,14054,0,5,12,4:2,95,14.9695,36.971
173,20065,19803,0,65,12,4,95,14.9695,731.565
174,212,16547,0,5,12,3,95,14.9695,16.681
175,5638,5664,0,66,12,1,95,14.9695,867.638
176,11736,8652,0,49,12,2:1:4,95,14.9695,269.820
177,13283,13000,0,21,12,4:2:3,95,14.9695,17.264
178,11920,7986,0,14,12,2:1:4,95,14.9695,162.934
179,1107,7713,0,73,12,1,95,14.9695,813.156
180,17263,19045,0,16,12,4,95,14.9695,175.884
181,11308,890,0,61,12,1:2,95,14.9695,896.953
182,5572,16786,0,13,12,3,95,14.9695,88.786
183,17630,9529,0,88,12,2:4,95,14.9695,11.683
184,7342,15530,0,21,12,3:4,95,14.9695,188.832
185,9750,4442,0,68,12,1:2,95,14.9695,468.301
186,5364,20503,0,95,12,3,95,14.9695,1158.319
187,8563,18328,0,10,12,3:4,95,14.9695,58.243
188,12281,17763,0,60,12,4:3,95,14.9695,707.658
189,1180,20681,0,86,12,3,95,14.9695,181.862
190,535,5440,0,91,12,1,95,14.9695,393.272
191,12113,1019,0,66,12,2:1,95,14.9695,182.310
192,1602,6417,0,2,12,1,95,14.9695,12.118
193,7358,18932,0,36,12,3:4,95,14.9695,351.070
194,15934,4234,0,36,12,2,95,14.9695,431.312
195,4500,1146,0,40,12,1,95,14.9695,460.258
196,13230,13853,0,32,12,4:3:2,95,14.9695,95.844
197,21478,9552,0,3,12,2:4,95,14.9695,20.556
198,886,6284,0,19,12,1,95,14.9695,152.926
199,846,21561,0,11,12,3,95,14.9695,43.604
200,18237,16187,0,71,12,4,95,14.9695,42.959
